onset	duration	value	trial_type	sample
7.675	0.0	82	ME_write_EN_d	7675
13.624	0.0	82	ME_write_EN_d	13624
20.391	0.0	22	ME_write_CN_shu	20391
26.341	0.0	22	ME_write_CN_shu	26341
33.207	0.0	32	ME_write_CN_pie	33207
39.157	0.0	32	ME_write_CN_pie	39157
46.041	0.0	131	MI_read_EN_a	46041
51.991	0.0	131	MI_read_EN_a	51991
58.74	0.0	12	ME_write_CN_heng	58740
64.69	0.0	12	ME_write_CN_heng	64690
71.324	0.0	62	ME_write_EN_b	71324
77.273	0.0	62	ME_write_EN_b	77273
83.907	0.0	101	MI_read_CN_shu	83907
89.857	0.0	101	MI_read_CN_shu	89857
96.406	0.0	91	MI_read_CN_heng	96406
102.356	0.0	91	MI_read_CN_heng	102356
108.973	0.0	151	MI_read_EN_c	108973
114.923	0.0	151	MI_read_EN_c	114923
121.439	0.0	141	MI_read_EN_b	121439
127.389	0.0	141	MI_read_EN_b	127389
134.056	0.0	161	MI_read_EN_d	134056
140.006	0.0	161	MI_read_EN_d	140006
146.423	0.0	52	ME_write_EN_a	146423
152.372	0.0	52	ME_write_EN_a	152372
159.122	0.0	111	MI_read_CN_pie	159122
165.072	0.0	111	MI_read_CN_pie	165072
171.539	0.0	121	MI_read_CN_na	171539
177.489	0.0	121	MI_read_CN_na	177489
184.189	0.0	42	ME_write_CN_na	184189
190.138	0.0	42	ME_write_CN_na	190138
196.888	0.0	72	ME_write_EN_c	196888
202.838	0.0	72	ME_write_EN_c	202838
209.322	0.0	72	ME_write_EN_c	209322
215.271	0.0	72	ME_write_EN_c	215271
221.988	0.0	62	ME_write_EN_b	221988
227.938	0.0	62	ME_write_EN_b	227938
234.671	0.0	121	MI_read_CN_na	234671
240.621	0.0	121	MI_read_CN_na	240621
247.171	0.0	141	MI_read_EN_b	247171
253.121	0.0	141	MI_read_EN_b	253121
259.837	0.0	32	ME_write_CN_pie	259837
265.787	0.0	32	ME_write_CN_pie	265787
272.287	0.0	101	MI_read_CN_shu	272287
278.237	0.0	101	MI_read_CN_shu	278237
284.837	0.0	82	ME_write_EN_d	284837
290.787	0.0	82	ME_write_EN_d	290787
297.254	0.0	151	MI_read_EN_c	297254
303.204	0.0	151	MI_read_EN_c	303204
309.553	0.0	111	MI_read_CN_pie	309553
315.503	0.0	111	MI_read_CN_pie	315503
322.853	0.0	52	ME_write_EN_a	322853
328.803	0.0	52	ME_write_EN_a	328803
335.653	0.0	42	ME_write_CN_na	335653
341.603	0.0	42	ME_write_CN_na	341603
348.336	0.0	161	MI_read_EN_d	348336
354.286	0.0	161	MI_read_EN_d	354286
360.719	0.0	12	ME_write_CN_heng	360719
366.669	0.0	12	ME_write_CN_heng	366669
374.919	0.0	131	MI_read_EN_a	374919
380.869	0.0	131	MI_read_EN_a	380869
387.302	0.0	22	ME_write_CN_shu	387302
393.252	0.0	22	ME_write_CN_shu	393252
400.385	0.0	91	MI_read_CN_heng	400385
406.335	0.0	91	MI_read_CN_heng	406335
