onset	duration	value	trial_type	sample
11.092	0.0	161	MI_read_EN_d	11092
17.042	0.0	162	ME_read_EN_d	17042
23.542	0.0	51	MI_write_EN_a	23542
29.492	0.0	52	ME_write_EN_a	29492
36.608	0.0	71	MI_write_EN_c	36608
42.558	0.0	72	ME_write_EN_c	42558
50.008	0.0	141	MI_read_EN_b	50008
55.958	0.0	142	ME_read_EN_b	55958
62.508	0.0	151	MI_read_EN_c	62508
68.458	0.0	152	ME_read_EN_c	68458
74.974	0.0	111	MI_read_CN_pie	74974
80.924	0.0	112	ME_read_CN_pie	80924
87.291	0.0	91	MI_read_CN_heng	87291
93.24	0.0	92	ME_read_CN_heng	93240
100.357	0.0	11	MI_write_CN_heng	100357
106.307	0.0	12	ME_write_CN_heng	106307
112.907	0.0	61	MI_write_EN_b	112907
118.857	0.0	62	ME_write_EN_b	118857
125.773	0.0	121	MI_read_CN_na	125773
131.723	0.0	122	ME_read_CN_na	131723
138.323	0.0	31	MI_write_CN_pie	138323
144.273	0.0	32	ME_write_CN_pie	144273
152.19	0.0	21	MI_write_CN_shu	152190
158.14	0.0	22	ME_write_CN_shu	158140
164.589	0.0	41	MI_write_CN_na	164589
170.539	0.0	42	ME_write_CN_na	170539
177.389	0.0	81	MI_write_EN_d	177389
183.339	0.0	82	ME_write_EN_d	183339
190.089	0.0	101	MI_read_CN_shu	190089
196.039	0.0	102	ME_read_CN_shu	196039
202.489	0.0	131	MI_read_EN_a	202489
208.439	0.0	132	ME_read_EN_a	208439
215.072	0.0	71	MI_write_EN_c	215072
221.022	0.0	72	ME_write_EN_c	221022
228.755	0.0	61	MI_write_EN_b	228755
234.705	0.0	62	ME_write_EN_b	234705
242.855	0.0	101	MI_read_CN_shu	242855
248.805	0.0	102	ME_read_CN_shu	248805
255.688	0.0	131	MI_read_EN_a	255688
261.638	0.0	132	ME_read_EN_a	261638
268.471	0.0	31	MI_write_CN_pie	268471
274.421	0.0	32	ME_write_CN_pie	274421
281.254	0.0	81	MI_write_EN_d	281254
287.204	0.0	82	ME_write_EN_d	287204
293.838	0.0	111	MI_read_CN_pie	293838
299.787	0.0	112	ME_read_CN_pie	299787
306.654	0.0	121	MI_read_CN_na	306654
312.604	0.0	122	ME_read_CN_na	312604
318.987	0.0	21	MI_write_CN_shu	318987
324.937	0.0	22	ME_write_CN_shu	324937
331.504	0.0	51	MI_write_EN_a	331504
337.454	0.0	52	ME_write_EN_a	337454
344.654	0.0	11	MI_write_CN_heng	344654
350.603	0.0	12	ME_write_CN_heng	350603
358.587	0.0	151	MI_read_EN_c	358587
364.537	0.0	152	ME_read_EN_c	364537
371.32	0.0	161	MI_read_EN_d	371320
377.27	0.0	162	ME_read_EN_d	377270
384.32	0.0	91	MI_read_CN_heng	384320
390.27	0.0	92	ME_read_CN_heng	390270
397.486	0.0	41	MI_write_CN_na	397486
403.436	0.0	42	ME_write_CN_na	403436
409.819	0.0	141	MI_read_EN_b	409819
415.769	0.0	142	ME_read_EN_b	415769
