onset	duration	value	trial_type	sample
15.962	0.0	61	MI_write_EN_b	15962
21.912	0.0	62	ME_write_EN_b	21912
28.878	0.0	11	MI_write_CN_heng	28878
34.828	0.0	12	ME_write_CN_heng	34828
41.645	0.0	91	MI_read_CN_heng	41645
47.595	0.0	92	ME_read_CN_heng	47595
55.011	0.0	151	MI_read_EN_c	55011
60.962	0.0	152	ME_read_EN_c	60962
67.694	0.0	31	MI_write_CN_pie	67694
73.644	0.0	32	ME_write_CN_pie	73644
80.478	0.0	161	MI_read_EN_d	80478
86.428	0.0	162	ME_read_EN_d	86428
93.177	0.0	101	MI_read_CN_shu	93177
99.127	0.0	102	ME_read_CN_shu	99127
105.744	0.0	21	MI_write_CN_shu	105744
111.694	0.0	22	ME_write_CN_shu	111694
119.527	0.0	111	MI_read_CN_pie	119527
125.477	0.0	112	ME_read_CN_pie	125477
132.11	0.0	41	MI_write_CN_na	132110
138.06	0.0	42	ME_write_CN_na	138060
144.644	0.0	121	MI_read_CN_na	144644
150.593	0.0	122	ME_read_CN_na	150593
157.277	0.0	131	MI_read_EN_a	157277
163.226	0.0	132	ME_read_EN_a	163226
169.91	0.0	141	MI_read_EN_b	169910
175.86	0.0	142	ME_read_EN_b	175860
182.86	0.0	51	MI_write_EN_a	182860
188.81	0.0	52	ME_write_EN_a	188810
195.776	0.0	71	MI_write_EN_c	195776
201.726	0.0	72	ME_write_EN_c	201726
208.36	0.0	81	MI_write_EN_d	208360
214.309	0.0	82	ME_write_EN_d	214309
221.059	0.0	81	MI_write_EN_d	221059
227.009	0.0	82	ME_write_EN_d	227009
233.542	0.0	111	MI_read_CN_pie	233542
239.492	0.0	112	ME_read_CN_pie	239492
246.176	0.0	161	MI_read_EN_d	246176
252.126	0.0	162	ME_read_EN_d	252126
258.742	0.0	41	MI_write_CN_na	258742
264.692	0.0	42	ME_write_CN_na	264692
271.392	0.0	141	MI_read_EN_b	271392
277.342	0.0	142	ME_read_EN_b	277342
283.975	0.0	91	MI_read_CN_heng	283975
289.925	0.0	92	ME_read_CN_heng	289925
296.658	0.0	101	MI_read_CN_shu	296658
302.608	0.0	102	ME_read_CN_shu	302608
309.208	0.0	21	MI_write_CN_shu	309208
315.158	0.0	22	ME_write_CN_shu	315158
322.041	0.0	61	MI_write_EN_b	322041
327.992	0.0	62	ME_write_EN_b	327992
334.508	0.0	51	MI_write_EN_a	334508
340.458	0.0	52	ME_write_EN_a	340458
347.091	0.0	151	MI_read_EN_c	347091
353.041	0.0	152	ME_read_EN_c	353041
359.891	0.0	31	MI_write_CN_pie	359891
365.841	0.0	32	ME_write_CN_pie	365841
372.591	0.0	131	MI_read_EN_a	372591
378.541	0.0	132	ME_read_EN_a	378541
385.007	0.0	121	MI_read_CN_na	385007
390.957	0.0	122	ME_read_CN_na	390957
397.491	0.0	11	MI_write_CN_heng	397491
403.44	0.0	12	ME_write_CN_heng	403440
410.04	0.0	71	MI_write_EN_c	410040
415.99	0.0	72	ME_write_EN_c	415990
