onset	duration	value	trial_type	sample
18.06	0.0	161	MI_read_EN_d	18060
24.01	0.0	162	ME_read_EN_d	24010
30.744	0.0	111	MI_read_CN_pie	30744
36.694	0.0	112	ME_read_CN_pie	36694
43.576	0.0	141	MI_read_EN_b	43576
49.526	0.0	142	ME_read_EN_b	49526
56.393	0.0	11	MI_write_CN_heng	56393
62.344	0.0	12	ME_write_CN_heng	62344
69.643	0.0	101	MI_read_CN_shu	69643
75.594	0.0	102	ME_read_CN_shu	75594
82.493	0.0	91	MI_read_CN_heng	82493
88.443	0.0	92	ME_read_CN_heng	88443
95.276	0.0	121	MI_read_CN_na	95276
101.226	0.0	122	ME_read_CN_na	101226
110.642	0.0	21	MI_write_CN_shu	110642
116.592	0.0	22	ME_write_CN_shu	116592
123.425	0.0	81	MI_write_EN_d	123425
129.378	0.0	82	ME_write_EN_d	129378
137.575	0.0	151	MI_read_EN_c	137575
143.525	0.0	152	ME_read_EN_c	143525
150.676	0.0	131	MI_read_EN_a	150676
156.625	0.0	132	ME_read_EN_a	156625
163.491	0.0	71	MI_write_EN_c	163491
169.441	0.0	72	ME_write_EN_c	169441
176.192	0.0	61	MI_write_EN_b	176192
182.141	0.0	62	ME_write_EN_b	182141
190.241	0.0	31	MI_write_CN_pie	190241
196.192	0.0	32	ME_write_CN_pie	196192
203.525	0.0	51	MI_write_EN_a	203525
209.474	0.0	52	ME_write_EN_a	209474
216.625	0.0	41	MI_write_CN_na	216625
222.574	0.0	42	ME_write_CN_na	222574
229.392	0.0	91	MI_read_CN_heng	229392
235.342	0.0	92	ME_read_CN_heng	235342
242.457	0.0	161	MI_read_EN_d	242457
248.407	0.0	162	ME_read_EN_d	248407
255.324	0.0	31	MI_write_CN_pie	255324
261.273	0.0	32	ME_write_CN_pie	261273
268.058	0.0	21	MI_write_CN_shu	268058
274.007	0.0	22	ME_write_CN_shu	274007
280.823	0.0	51	MI_write_EN_a	280823
286.773	0.0	52	ME_write_EN_a	286773
295.206	0.0	11	MI_write_CN_heng	295206
301.156	0.0	12	ME_write_CN_heng	301156
307.69	0.0	71	MI_write_EN_c	307690
313.641	0.0	72	ME_write_EN_c	313641
321.239	0.0	111	MI_read_CN_pie	321239
327.189	0.0	112	ME_read_CN_pie	327189
337.024	0.0	101	MI_read_CN_shu	337024
342.974	0.0	102	ME_read_CN_shu	342974
349.856	0.0	41	MI_write_CN_na	349856
355.822	0.0	42	ME_write_CN_na	355822
364.872	0.0	131	MI_read_EN_a	364872
370.822	0.0	132	ME_read_EN_a	370822
377.589	0.0	81	MI_write_EN_d	377589
383.539	0.0	82	ME_write_EN_d	383539
390.388	0.0	121	MI_read_CN_na	390388
396.339	0.0	122	ME_read_CN_na	396339
402.972	0.0	141	MI_read_EN_b	402972
408.922	0.0	142	ME_read_EN_b	408922
415.639	0.0	151	MI_read_EN_c	415639
421.59	0.0	152	ME_read_EN_c	421590
428.321	0.0	61	MI_write_EN_b	428321
434.271	0.0	62	ME_write_EN_b	434271
