onset	duration	value	trial_type	sample
18.302	0.0	121	MI_read_CN_na	18302
24.252	0.0	122	ME_read_CN_na	24252
31.068	0.0	81	MI_write_EN_d	31068
37.018	0.0	82	ME_write_EN_d	37018
43.985	0.0	51	MI_write_EN_a	43985
49.935	0.0	52	ME_write_EN_a	49935
56.801	0.0	111	MI_read_CN_pie	56801
62.751	0.0	112	ME_read_CN_pie	62751
69.984	0.0	161	MI_read_EN_d	69984
75.934	0.0	162	ME_read_EN_d	75934
82.751	0.0	151	MI_read_EN_c	82751
88.701	0.0	152	ME_read_EN_c	88701
95.984	0.0	131	MI_read_EN_a	95984
101.934	0.0	132	ME_read_EN_a	101934
108.634	0.0	61	MI_write_EN_b	108634
114.584	0.0	62	ME_write_EN_b	114584
121.3	0.0	11	MI_write_CN_heng	121300
127.251	0.0	12	ME_write_CN_heng	127251
134.55	0.0	21	MI_write_CN_shu	134550
140.5	0.0	22	ME_write_CN_shu	140500
147.85	0.0	41	MI_write_CN_na	147850
153.8	0.0	42	ME_write_CN_na	153800
160.716	0.0	141	MI_read_EN_b	160716
166.666	0.0	142	ME_read_EN_b	166666
173.366	0.0	31	MI_write_CN_pie	173366
179.316	0.0	32	ME_write_CN_pie	179316
185.95	0.0	91	MI_read_CN_heng	185950
191.899	0.0	92	ME_read_CN_heng	191899
199.133	0.0	71	MI_write_EN_c	199133
205.083	0.0	72	ME_write_EN_c	205083
211.783	0.0	101	MI_read_CN_shu	211783
217.732	0.0	102	ME_read_CN_shu	217732
224.549	0.0	81	MI_write_EN_d	224549
230.499	0.0	82	ME_write_EN_d	230499
237.349	0.0	161	MI_read_EN_d	237349
243.299	0.0	162	ME_read_EN_d	243299
250.182	0.0	21	MI_write_CN_shu	250182
256.132	0.0	22	ME_write_CN_shu	256132
263.465	0.0	31	MI_write_CN_pie	263465
269.415	0.0	32	ME_write_CN_pie	269415
276.082	0.0	61	MI_write_EN_b	276082
282.032	0.0	62	ME_write_EN_b	282032
288.748	0.0	111	MI_read_CN_pie	288748
294.698	0.0	112	ME_read_CN_pie	294698
301.648	0.0	121	MI_read_CN_na	301648
307.598	0.0	122	ME_read_CN_na	307598
314.281	0.0	91	MI_read_CN_heng	314281
320.231	0.0	92	ME_read_CN_heng	320231
326.998	0.0	11	MI_write_CN_heng	326998
332.948	0.0	12	ME_write_CN_heng	332948
339.731	0.0	131	MI_read_EN_a	339731
345.681	0.0	132	ME_read_EN_a	345681
352.347	0.0	51	MI_write_EN_a	352347
358.297	0.0	52	ME_write_EN_a	358297
365.047	0.0	101	MI_read_CN_shu	365047
370.997	0.0	102	ME_read_CN_shu	370997
377.747	0.0	151	MI_read_EN_c	377747
383.697	0.0	152	ME_read_EN_c	383697
390.03	0.0	71	MI_write_EN_c	390030
395.98	0.0	72	ME_write_EN_c	395980
402.547	0.0	41	MI_write_CN_na	402547
408.497	0.0	42	ME_write_CN_na	408497
415.063	0.0	141	MI_read_EN_b	415063
421.013	0.0	142	ME_read_EN_b	421013
