onset	duration	value	trial_type	sample
16.502	0.0	151	MI_read_EN_c	16502
22.451	0.0	152	ME_read_EN_c	22451
29.151	0.0	51	MI_write_EN_a	29151
35.101	0.0	52	ME_write_EN_a	35101
41.618	0.0	161	MI_read_EN_d	41618
47.568	0.0	162	ME_read_EN_d	47568
53.684	0.0	91	MI_read_CN_heng	53684
59.634	0.0	92	ME_read_CN_heng	59634
65.851	0.0	61	MI_write_EN_b	65851
71.801	0.0	62	ME_write_EN_b	71801
78.467	0.0	101	MI_read_CN_shu	78467
84.417	0.0	102	ME_read_CN_shu	84417
90.667	0.0	31	MI_write_CN_pie	90667
96.617	0.0	32	ME_write_CN_pie	96617
103.267	0.0	131	MI_read_EN_a	103267
109.217	0.0	132	ME_read_EN_a	109217
115.717	0.0	11	MI_write_CN_heng	115717
121.667	0.0	12	ME_write_CN_heng	121667
128.217	0.0	81	MI_write_EN_d	128217
134.166	0.0	82	ME_write_EN_d	134166
140.75	0.0	121	MI_read_CN_na	140750
146.7	0.0	122	ME_read_CN_na	146700
152.966	0.0	21	MI_write_CN_shu	152966
158.916	0.0	22	ME_write_CN_shu	158916
165.783	0.0	71	MI_write_EN_c	165783
171.733	0.0	72	ME_write_EN_c	171733
178.55	0.0	141	MI_read_EN_b	178550
184.499	0.0	142	ME_read_EN_b	184499
191.249	0.0	41	MI_write_CN_na	191249
197.199	0.0	42	ME_write_CN_na	197199
203.816	0.0	111	MI_read_CN_pie	203816
209.766	0.0	112	ME_read_CN_pie	209766
216.349	0.0	141	MI_read_EN_b	216349
222.299	0.0	142	ME_read_EN_b	222299
228.982	0.0	161	MI_read_EN_d	228982
234.932	0.0	162	ME_read_EN_d	234932
241.865	0.0	21	MI_write_CN_shu	241865
247.815	0.0	22	ME_write_CN_shu	247815
254.399	0.0	131	MI_read_EN_a	254399
260.349	0.0	132	ME_read_EN_a	260349
267.282	0.0	11	MI_write_CN_heng	267282
273.232	0.0	12	ME_write_CN_heng	273232
279.765	0.0	151	MI_read_EN_c	279765
285.715	0.0	152	ME_read_EN_c	285715
292.415	0.0	111	MI_read_CN_pie	292415
298.365	0.0	112	ME_read_CN_pie	298365
305.164	0.0	101	MI_read_CN_shu	305164
311.115	0.0	102	ME_read_CN_shu	311115
317.498	0.0	81	MI_write_EN_d	317498
323.448	0.0	82	ME_write_EN_d	323448
330.148	0.0	61	MI_write_EN_b	330148
336.098	0.0	62	ME_write_EN_b	336098
342.847	0.0	71	MI_write_EN_c	342847
348.797	0.0	72	ME_write_EN_c	348797
355.414	0.0	121	MI_read_CN_na	355414
361.364	0.0	122	ME_read_CN_na	361364
367.964	0.0	31	MI_write_CN_pie	367964
373.914	0.0	32	ME_write_CN_pie	373914
380.713	0.0	41	MI_write_CN_na	380713
386.663	0.0	42	ME_write_CN_na	386663
393.38	0.0	51	MI_write_EN_a	393380
399.33	0.0	52	ME_write_EN_a	399330
406.08	0.0	91	MI_read_CN_heng	406080
412.03	0.0	92	ME_read_CN_heng	412030
