onset	duration	value	trial_type	sample
15.922	0.0	121	MI_read_CN_na	15922
21.872	0.0	122	ME_read_CN_na	21872
28.339	0.0	131	MI_read_EN_a	28339
34.289	0.0	132	ME_read_EN_a	34289
40.805	0.0	101	MI_read_CN_shu	40805
46.755	0.0	102	ME_read_CN_shu	46755
53.388	0.0	71	MI_write_EN_c	53388
59.338	0.0	72	ME_write_EN_c	59338
65.822	0.0	81	MI_write_EN_d	65822
71.772	0.0	82	ME_write_EN_d	71772
84.155	0.0	61	MI_write_EN_b	84155
90.105	0.0	62	ME_write_EN_b	90105
96.571	0.0	161	MI_read_EN_d	96571
102.521	0.0	162	ME_read_EN_d	102521
109.121	0.0	21	MI_write_CN_shu	109121
115.071	0.0	22	ME_write_CN_shu	115071
121.487	0.0	11	MI_write_CN_heng	121487
127.437	0.0	12	ME_write_CN_heng	127437
134.104	0.0	111	MI_read_CN_pie	134104
140.054	0.0	112	ME_read_CN_pie	140054
147.154	0.0	41	MI_write_CN_na	147154
153.104	0.0	42	ME_write_CN_na	153104
159.553	0.0	151	MI_read_EN_c	159553
165.504	0.0	152	ME_read_EN_c	165504
172.103	0.0	91	MI_read_CN_heng	172103
178.053	0.0	92	ME_read_CN_heng	178053
189.77	0.0	51	MI_write_EN_a	189770
195.72	0.0	52	ME_write_EN_a	195720
202.27	0.0	31	MI_write_CN_pie	202270
208.22	0.0	32	ME_write_CN_pie	208220
215.353	0.0	141	MI_read_EN_b	215353
221.303	0.0	142	ME_read_EN_b	221303
227.753	0.0	121	MI_read_CN_na	227753
233.703	0.0	122	ME_read_CN_na	233703
240.419	0.0	81	MI_write_EN_d	240419
246.369	0.0	82	ME_write_EN_d	246369
253.069	0.0	151	MI_read_EN_c	253069
259.019	0.0	152	ME_read_EN_c	259019
265.236	0.0	111	MI_read_CN_pie	265236
271.185	0.0	112	ME_read_CN_pie	271185
277.869	0.0	101	MI_read_CN_shu	277869
283.819	0.0	102	ME_read_CN_shu	283819
290.135	0.0	71	MI_write_EN_c	290135
296.085	0.0	72	ME_write_EN_c	296085
302.418	0.0	61	MI_write_EN_b	302418
308.368	0.0	62	ME_write_EN_b	308368
314.718	0.0	131	MI_read_EN_a	314718
320.668	0.0	132	ME_read_EN_a	320668
327.018	0.0	21	MI_write_CN_shu	327018
332.968	0.0	22	ME_write_CN_shu	332968
340.518	0.0	51	MI_write_EN_a	340518
346.468	0.0	52	ME_write_EN_a	346468
353.284	0.0	31	MI_write_CN_pie	353284
359.234	0.0	32	ME_write_CN_pie	359234
366.001	0.0	11	MI_write_CN_heng	366001
371.951	0.0	12	ME_write_CN_heng	371951
378.268	0.0	161	MI_read_EN_d	378268
384.217	0.0	162	ME_read_EN_d	384217
390.767	0.0	41	MI_write_CN_na	390767
396.717	0.0	42	ME_write_CN_na	396717
403.434	0.0	91	MI_read_CN_heng	403434
409.384	0.0	92	ME_read_CN_heng	409384
415.8	0.0	141	MI_read_EN_b	415800
421.75	0.0	142	ME_read_EN_b	421750
