onset	duration	value	trial_type	sample
11.469	0.0	51	MI_write_EN_a	11469
17.419	0.0	52	ME_write_EN_a	17419
23.835	0.0	81	MI_write_EN_d	23835
29.785	0.0	82	ME_write_EN_d	29785
36.335	0.0	131	MI_read_EN_a	36335
42.285	0.0	132	ME_read_EN_a	42285
48.718	0.0	91	MI_read_CN_heng	48718
54.668	0.0	92	ME_read_CN_heng	54668
61.151	0.0	21	MI_write_CN_shu	61151
67.101	0.0	22	ME_write_CN_shu	67101
73.768	0.0	11	MI_write_CN_heng	73768
79.718	0.0	12	ME_write_CN_heng	79718
86.301	0.0	161	MI_read_EN_d	86301
92.251	0.0	162	ME_read_EN_d	92251
98.584	0.0	101	MI_read_CN_shu	98584
104.534	0.0	102	ME_read_CN_shu	104534
111.017	0.0	121	MI_read_CN_na	111017
116.967	0.0	122	ME_read_CN_na	116967
124.601	0.0	141	MI_read_EN_b	124601
130.55	0.0	142	ME_read_EN_b	130550
137.167	0.0	151	MI_read_EN_c	137167
143.117	0.0	152	ME_read_EN_c	143117
149.717	0.0	31	MI_write_CN_pie	149717
155.667	0.0	32	ME_write_CN_pie	155667
162.3	0.0	61	MI_write_EN_b	162300
168.25	0.0	62	ME_write_EN_b	168250
174.7	0.0	41	MI_write_CN_na	174700
180.65	0.0	42	ME_write_CN_na	180650
187.25	0.0	111	MI_read_CN_pie	187250
193.199	0.0	112	ME_read_CN_pie	193199
199.65	0.0	71	MI_write_EN_c	199650
205.599	0.0	72	ME_write_EN_c	205599
212.116	0.0	11	MI_write_CN_heng	212116
218.066	0.0	12	ME_write_CN_heng	218066
225.216	0.0	111	MI_read_CN_pie	225216
231.166	0.0	112	ME_read_CN_pie	231166
237.899	0.0	51	MI_write_EN_a	237899
243.849	0.0	52	ME_write_EN_a	243849
250.382	0.0	141	MI_read_EN_b	250382
256.332	0.0	142	ME_read_EN_b	256332
262.833	0.0	81	MI_write_EN_d	262833
268.782	0.0	82	ME_write_EN_d	268782
275.515	0.0	71	MI_write_EN_c	275515
281.465	0.0	72	ME_write_EN_c	281465
288.082	0.0	161	MI_read_EN_d	288082
294.032	0.0	162	ME_read_EN_d	294032
301.548	0.0	61	MI_write_EN_b	301548
307.498	0.0	62	ME_write_EN_b	307498
313.998	0.0	121	MI_read_CN_na	313998
319.948	0.0	122	ME_read_CN_na	319948
326.381	0.0	41	MI_write_CN_na	326381
332.331	0.0	42	ME_write_CN_na	332331
338.698	0.0	101	MI_read_CN_shu	338698
344.648	0.0	102	ME_read_CN_shu	344648
351.214	0.0	31	MI_write_CN_pie	351214
357.164	0.0	32	ME_write_CN_pie	357164
363.781	0.0	21	MI_write_CN_shu	363781
369.731	0.0	22	ME_write_CN_shu	369731
376.014	0.0	131	MI_read_EN_a	376014
381.964	0.0	132	ME_read_EN_a	381964
389.414	0.0	91	MI_read_CN_heng	389414
395.364	0.0	92	ME_read_CN_heng	395364
401.98	0.0	151	MI_read_EN_c	401980
407.93	0.0	152	ME_read_EN_c	407930
