onset	duration	value	trial_type	sample
15.364	0.0	161	MI_read_EN_d	15364
21.314	0.0	162	ME_read_EN_d	21314
27.763	0.0	31	MI_write_CN_pie	27763
33.713	0.0	32	ME_write_CN_pie	33713
40.463	0.0	41	MI_write_CN_na	40463
46.413	0.0	42	ME_write_CN_na	46413
52.68	0.0	81	MI_write_EN_d	52680
58.63	0.0	82	ME_write_EN_d	58630
65.096	0.0	111	MI_read_CN_pie	65096
71.063	0.0	112	ME_read_CN_pie	71063
77.396	0.0	91	MI_read_CN_heng	77396
83.348	0.0	92	ME_read_CN_heng	83348
89.829	0.0	21	MI_write_CN_shu	89829
95.779	0.0	22	ME_write_CN_shu	95779
102.712	0.0	61	MI_write_EN_b	102712
108.662	0.0	62	ME_write_EN_b	108662
115.563	0.0	101	MI_read_CN_shu	115563
121.512	0.0	102	ME_read_CN_shu	121512
128.113	0.0	51	MI_write_EN_a	128113
134.062	0.0	52	ME_write_EN_a	134062
140.812	0.0	151	MI_read_EN_c	140812
146.762	0.0	152	ME_read_EN_c	146762
153.295	0.0	131	MI_read_EN_a	153295
159.245	0.0	132	ME_read_EN_a	159245
166.228	0.0	11	MI_write_CN_heng	166228
172.178	0.0	12	ME_write_CN_heng	172178
178.528	0.0	121	MI_read_CN_na	178528
184.478	0.0	122	ME_read_CN_na	184478
191.011	0.0	141	MI_read_EN_b	191011
196.961	0.0	142	ME_read_EN_b	196961
204.095	0.0	71	MI_write_EN_c	204095
210.044	0.0	72	ME_write_EN_c	210044
218.111	0.0	41	MI_write_CN_na	218111
224.061	0.0	42	ME_write_CN_na	224061
230.461	0.0	21	MI_write_CN_shu	230461
236.41	0.0	22	ME_write_CN_shu	236410
242.827	0.0	71	MI_write_EN_c	242827
248.794	0.0	72	ME_write_EN_c	248794
255.294	0.0	121	MI_read_CN_na	255294
261.245	0.0	122	ME_read_CN_na	261245
267.643	0.0	111	MI_read_CN_pie	267643
273.593	0.0	112	ME_read_CN_pie	273593
279.893	0.0	11	MI_write_CN_heng	279893
285.843	0.0	12	ME_write_CN_heng	285843
292.377	0.0	131	MI_read_EN_a	292377
298.328	0.0	132	ME_read_EN_a	298328
304.761	0.0	61	MI_write_EN_b	304761
310.71	0.0	62	ME_write_EN_b	310710
317.21	0.0	81	MI_write_EN_d	317210
323.159	0.0	82	ME_write_EN_d	323159
329.559	0.0	31	MI_write_CN_pie	329559
335.509	0.0	32	ME_write_CN_pie	335509
341.959	0.0	141	MI_read_EN_b	341959
347.909	0.0	142	ME_read_EN_b	347909
354.509	0.0	51	MI_write_EN_a	354509
360.459	0.0	52	ME_write_EN_a	360459
366.844	0.0	91	MI_read_CN_heng	366844
372.792	0.0	92	ME_read_CN_heng	372792
379.209	0.0	161	MI_read_EN_d	379209
385.159	0.0	162	ME_read_EN_d	385159
391.776	0.0	101	MI_read_CN_shu	391776
397.725	0.0	102	ME_read_CN_shu	397725
404.175	0.0	151	MI_read_EN_c	404175
410.125	0.0	152	ME_read_EN_c	410125
