onset	duration	value	trial_type	sample
11.581	0.0	111	MI_read_CN_pie	11581
17.531	0.0	112	ME_read_CN_pie	17531
24.164	0.0	11	MI_write_CN_heng	24164
30.114	0.0	12	ME_write_CN_heng	30114
36.831	0.0	91	MI_read_CN_heng	36831
42.78	0.0	92	ME_read_CN_heng	42780
49.564	0.0	121	MI_read_CN_na	49564
55.514	0.0	122	ME_read_CN_na	55514
62.13	0.0	31	MI_write_CN_pie	62130
68.08	0.0	32	ME_write_CN_pie	68080
74.697	0.0	151	MI_read_EN_c	74697
80.647	0.0	152	ME_read_EN_c	80647
87.163	0.0	81	MI_write_EN_d	87163
93.113	0.0	82	ME_write_EN_d	93113
100.013	0.0	41	MI_write_CN_na	100013
105.963	0.0	42	ME_write_CN_na	105963
112.479	0.0	141	MI_read_EN_b	112479
118.43	0.0	142	ME_read_EN_b	118430
124.929	0.0	131	MI_read_EN_a	124929
130.879	0.0	132	ME_read_EN_a	130879
137.463	0.0	101	MI_read_CN_shu	137463
143.412	0.0	102	ME_read_CN_shu	143412
149.763	0.0	51	MI_write_EN_a	149763
155.712	0.0	52	ME_write_EN_a	155712
162.162	0.0	71	MI_write_EN_c	162162
168.112	0.0	72	ME_write_EN_c	168112
174.612	0.0	61	MI_write_EN_b	174612
180.562	0.0	62	ME_write_EN_b	180562
187.529	0.0	21	MI_write_CN_shu	187529
193.478	0.0	22	ME_write_CN_shu	193478
199.895	0.0	161	MI_read_EN_d	199895
205.845	0.0	162	ME_read_EN_d	205845
212.495	0.0	71	MI_write_EN_c	212495
218.445	0.0	72	ME_write_EN_c	218445
225.211	0.0	141	MI_read_EN_b	225211
231.161	0.0	142	ME_read_EN_b	231161
237.978	0.0	11	MI_write_CN_heng	237978
243.928	0.0	12	ME_write_CN_heng	243928
250.578	0.0	101	MI_read_CN_shu	250578
256.528	0.0	102	ME_read_CN_shu	256528
263.127	0.0	161	MI_read_EN_d	263127
269.077	0.0	162	ME_read_EN_d	269077
275.678	0.0	31	MI_write_CN_pie	275678
281.627	0.0	32	ME_write_CN_pie	281627
288.277	0.0	131	MI_read_EN_a	288277
294.227	0.0	132	ME_read_EN_a	294227
300.761	0.0	151	MI_read_EN_c	300761
306.71	0.0	152	ME_read_EN_c	306710
313.227	0.0	91	MI_read_CN_heng	313227
319.177	0.0	92	ME_read_CN_heng	319177
325.943	0.0	61	MI_write_EN_b	325943
331.893	0.0	62	ME_write_EN_b	331893
338.327	0.0	41	MI_write_CN_na	338327
344.276	0.0	42	ME_write_CN_na	344276
350.76	0.0	121	MI_read_CN_na	350760
356.71	0.0	122	ME_read_CN_na	356710
363.176	0.0	81	MI_write_EN_d	363176
369.126	0.0	82	ME_write_EN_d	369126
375.626	0.0	111	MI_read_CN_pie	375626
381.576	0.0	112	ME_read_CN_pie	381576
388.243	0.0	21	MI_write_CN_shu	388243
394.193	0.0	22	ME_write_CN_shu	394193
400.642	0.0	51	MI_write_EN_a	400642
406.592	0.0	52	ME_write_EN_a	406592
