name	x	y	z
T9	4.702300	84.107000	-75.318000
FT9	11.651000	80.851000	-49.666000
FTT9h	8.418500	82.879000	-26.106000
T7	-6.977800	84.873000	-11.257000
TP7	-34.274000	80.745000	-10.118000
TTP7h	-25.355000	82.932000	10.034000
C5	-2.074200	84.871000	14.344000
FTT7h	18.979000	82.867000	3.845600
Ft7	30.589000	78.863000	-16.595000
FFT7h	48.287000	74.927000	-11.672000
FC5	35.838000	76.854000	10.923000
FCC5h	15.370000	79.814000	34.502000
CCP5h	-11.351000	82.868000	37.590000
TPP5h	-36.759000	78.830000	27.424000
P7	-48.160000	77.071000	4.651500
P9	-52.514000	74.998000	-22.997000
P11	-55.516000	71.057000	-49.778000
PO11	-70.959000	61.684000	-42.058000
PO9	-70.418000	63.405000	-16.010000
PPO7	-67.608000	65.288000	8.834600
P5	-58.677000	67.500000	32.907000
CPP5h	-43.056000	68.904000	50.377000
CP3	-16.836000	72.925000	59.320000
C3	7.914900	72.858000	56.438000
FC3	31.856000	70.883000	45.594000
FFC5h	55.539000	63.890000	32.836000
F5	65.378000	64.923000	5.474000
F7	65.639000	66.795000	-18.713000
AF7	88.110000	49.647000	-13.261000
AFF5h	85.976000	48.841000	9.120600
F3	75.637000	49.874000	33.514000
FFC3h	56.108000	50.875000	54.826000
FCC3h	34.341000	52.881000	66.444000
C1	9.395200	53.832000	77.465000
CCP3h	-16.137000	52.782000	83.389000
CPP3h	-41.089000	50.741000	78.365000
P3	-60.651000	49.114000	62.524000
PO3	-75.864000	47.405000	40.016000
POO7	-83.679000	48.312000	15.754000
POO9h	-86.810000	46.158000	-5.979000
POO11h	-87.016000	46.267000	-29.942000
I1	-97.789000	24.382000	-15.710000
OI1	-97.226000	26.052000	8.328500
POO3	-90.487000	24.246000	31.709000
PO1	-80.311000	24.553000	51.665000
PPO1	-65.048000	27.611000	72.162000
CPP1h	-45.838000	28.643000	86.501000
CP1	-22.607000	28.935000	95.161000
CCP1h	2.398600	26.876000	95.356000
FCC1h	28.650000	27.861000	87.287000
FC1	53.161000	28.864000	73.381000
FFC1h	73.643000	26.804000	58.841000
F1	91.646000	28.019000	37.750000
AF3	101.500000	27.957000	12.349000
FP1	103.790000	26.842000	-13.087000
FPz	107.580000	-0.187760	-17.540000
AFz	108.580000	-0.189500	9.594700
Fz	82.728000	-0.144390	59.666000
FCz	63.513000	-0.110850	75.158000
FCCz	40.798000	-0.142410	87.893000
Cz	15.815000	-0.138020	98.741000
CPPz	-36.761000	0.000000	97.286000
PPOz	-57.352000	0.000000	83.137000
POz	-73.402000	0.000000	67.026000
POOz	-86.745000	0.000000	47.295000
Oz	-95.490000	0.000000	24.163000
Iz	-99.987000	0.000000	1.603900
I2	-97.792000	-24.382000	-15.693000
OI2	-95.500000	-25.589000	8.093800
POO4	-89.611000	-24.011000	31.582000
PO2	-79.380000	-25.792000	51.549000
PPO2	-63.889000	-27.119000	70.876000
CPP2h	-45.683000	-27.449000	86.969000
CP2	-22.819000	-30.282000	95.767000
CCP2h	2.373500	-27.129000	94.349000
FCC2h	27.336000	-29.315000	86.351000
FC2	54.250000	-30.071000	73.140000
FFC2h	74.770000	-27.214000	59.742000
F2	92.662000	-28.330000	37.778000
AF4	101.310000	-29.049000	11.356000
Fp2	103.560000	-27.748000	-13.050000
AF8	87.555000	-52.608000	-13.248000
AFF6h	87.044000	-50.255000	9.943600
F4	76.839000	-49.900000	33.347000
FFC4h	57.436000	-51.716000	54.723000
FCC4h	33.960000	-54.348000	67.532000
C2	9.541700	-54.114000	78.475000
CCP4h	-15.960000	-52.201000	82.471000
CPP4h	-39.165000	-51.973000	75.927000
P4	-59.811000	-48.434000	60.346000
PO4	-73.263000	-47.578000	39.811000
POO8	-81.030000	-48.688000	15.531000
POO10h	-87.246000	-44.454000	-5.971800
POO12h	-88.040000	-44.859000	-29.081000
PO12	-69.619000	-62.685000	-40.346000
PO10	-70.041000	-63.066000	-16.009000
PPO8	-66.244000	-63.971000	8.705000
P6	-56.331000	-67.132000	31.723000
CPP6h	-41.719000	-69.433000	49.250000
CP4	-17.974000	-72.090000	59.523000
C4	7.795100	-74.166000	56.400000
FC4	32.073000	-72.037000	44.614000
FFC6h	55.523000	-66.169000	32.812000
F6	67.974000	-65.642000	6.226700
F8	66.094000	-68.442000	-19.877000
FFT8h	49.781000	-73.804000	-11.783000
FC6	38.069000	-78.053000	10.709000
FCC6h	15.573000	-80.117000	34.476000
CCP6h	-11.537000	-82.089000	36.561000
TPP8h	-36.366000	-77.988000	25.326000
P8	-48.243000	-74.288000	4.642200
P10	-51.833000	-74.026000	-23.203000
P12	-57.019000	-70.412000	-48.989000
TTP8h	-25.149000	-82.257000	10.044000
C6	-1.502900	-86.102000	14.334000
FTT8h	20.447000	-82.007000	3.734500
FT8	31.902000	-78.960000	-17.791000
T10	4.403600	-84.026000	-73.920000
FT10	13.032000	-82.281000	-50.851000
FTT10h	8.837100	-84.079000	-26.170000
T8	-7.533300	-86.107000	-12.255000
TP8	-35.561000	-79.872000	-9.992400
VEOG	98.790000	28.840000	-20.080000
HEOG	90.000000	48.000000	-35.000000
M1	-23.910000	79.550000	-49.160000
M2	-23.710000	-79.030000	-48.560000
