onset	duration	value	trial_type	sample
31.568	0.0	41	MI_write_CN_na	31568
37.518	0.0	42	ME_write_CN_na	37518
47.068	0.0	21	MI_write_CN_shu	47068
53.018	0.0	22	ME_write_CN_shu	53018
61.634	0.0	81	MI_write_EN_d	61634
67.584	0.0	82	ME_write_EN_d	67584
75.051	0.0	71	MI_write_EN_c	75051
81.001	0.0	72	ME_write_EN_c	81001
101.833	0.0	31	MI_write_CN_pie	101833
107.783	0.0	32	ME_write_CN_pie	107783
121.767	0.0	91	MI_read_CN_heng	121767
127.717	0.0	92	ME_read_CN_heng	127717
148.65	0.0	131	MI_read_EN_a	148650
154.6	0.0	132	ME_read_EN_a	154600
165.966	0.0	101	MI_read_CN_shu	165966
171.916	0.0	102	ME_read_CN_shu	171916
178.349	0.0	51	MI_write_EN_a	178349
184.299	0.0	52	ME_write_EN_a	184299
196.099	0.0	121	MI_read_CN_na	196099
202.048	0.0	122	ME_read_CN_na	202048
214.582	0.0	161	MI_read_EN_d	214582
220.532	0.0	162	ME_read_EN_d	220532
251.931	0.0	111	MI_read_CN_pie	251931
257.881	0.0	112	ME_read_CN_pie	257881
264.664	0.0	61	MI_write_EN_b	264664
270.614	0.0	62	ME_write_EN_b	270614
284.698	0.0	141	MI_read_EN_b	284698
290.647	0.0	142	ME_read_EN_b	290647
297.797	0.0	11	MI_write_CN_heng	297797
303.747	0.0	12	ME_write_CN_heng	303747
310.63	0.0	151	MI_read_EN_c	310630
316.58	0.0	152	ME_read_EN_c	316580
337.73	0.0	121	MI_read_CN_na	337730
343.68	0.0	122	ME_read_CN_na	343680
351.73	0.0	101	MI_read_CN_shu	351730
357.68	0.0	102	ME_read_CN_shu	357680
364.846	0.0	151	MI_read_EN_c	364846
370.796	0.0	152	ME_read_EN_c	370796
377.196	0.0	11	MI_write_CN_heng	377196
383.146	0.0	12	ME_write_CN_heng	383146
395.479	0.0	111	MI_read_CN_pie	395479
401.429	0.0	112	ME_read_CN_pie	401429
407.829	0.0	81	MI_write_EN_d	407829
413.779	0.0	82	ME_write_EN_d	413779
420.262	0.0	51	MI_write_EN_a	420262
426.212	0.0	52	ME_write_EN_a	426212
432.612	0.0	31	MI_write_CN_pie	432612
438.562	0.0	32	ME_write_CN_pie	438562
446.029	0.0	161	MI_read_EN_d	446029
451.979	0.0	162	ME_read_EN_d	451979
458.362	0.0	71	MI_write_EN_c	458362
464.312	0.0	72	ME_write_EN_c	464312
474.912	0.0	21	MI_write_CN_shu	474912
480.861	0.0	22	ME_write_CN_shu	480861
487.545	0.0	91	MI_read_CN_heng	487545
493.495	0.0	92	ME_read_CN_heng	493495
499.844	0.0	61	MI_write_EN_b	499844
505.794	0.0	62	ME_write_EN_b	505794
512.261	0.0	141	MI_read_EN_b	512261
518.211	0.0	142	ME_read_EN_b	518211
526.694	0.0	131	MI_read_EN_a	526694
532.644	0.0	132	ME_read_EN_a	532644
539.144	0.0	41	MI_write_CN_na	539144
545.094	0.0	42	ME_write_CN_na	545094
