name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description
T9	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
FT9	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
FTT9h	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
T7	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
TP7	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
TTP7h	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
C5	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
FTT7h	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
Ft7	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
FFT7h	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
FC5	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
FCC5h	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
CCP5h	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
TPP5h	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
P7	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
P9	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
P11	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
PO11	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
PO9	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
PPO7	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
P5	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
CPP5h	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
CP3	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
C3	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
FC3	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
FFC5h	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
F5	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
F7	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
AF7	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
AFF5h	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
F3	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
FFC3h	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
FCC3h	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
C1	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
CCP3h	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
CPP3h	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
P3	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
PO3	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
POO7	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
POO9h	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
POO11h	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
I1	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
OI1	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
POO3	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
PO1	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
PPO1	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
CPP1h	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
CP1	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
CCP1h	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
FCC1h	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
FC1	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
FFC1h	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
F1	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
AF3	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
FP1	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
FPz	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
AFz	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
Fz	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
FCz	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
FCCz	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
Cz	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
CPPz	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
PPOz	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
POz	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
POOz	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
Oz	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
Iz	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
I2	EEG	V	0.0	500.0	ElectroEncephaloGram	1000.0	good	n/a
