onset	duration	value	trial_type	sample
16.929	0.0	141	MI_read_EN_b	16929
22.879	0.0	142	ME_read_EN_b	22879
30.279	0.0	101	MI_read_CN_shu	30279
36.229	0.0	102	ME_read_CN_shu	36229
42.729	0.0	71	MI_write_EN_c	42729
48.678	0.0	72	ME_write_EN_c	48678
55.279	0.0	51	MI_write_EN_a	55279
61.228	0.0	52	ME_write_EN_a	61228
68.078	0.0	131	MI_read_EN_a	68078
74.028	0.0	132	ME_read_EN_a	74028
80.978	0.0	41	MI_write_CN_na	80978
86.928	0.0	42	ME_write_CN_na	86928
93.628	0.0	111	MI_read_CN_pie	93628
99.578	0.0	112	ME_read_CN_pie	99578
106.311	0.0	91	MI_read_CN_heng	106311
112.261	0.0	92	ME_read_CN_heng	112261
118.928	0.0	61	MI_write_EN_b	118928
124.878	0.0	62	ME_write_EN_b	124878
131.611	0.0	21	MI_write_CN_shu	131611
137.561	0.0	22	ME_write_CN_shu	137561
144.194	0.0	161	MI_read_EN_d	144194
150.144	0.0	162	ME_read_EN_d	150144
156.944	0.0	121	MI_read_CN_na	156944
162.894	0.0	122	ME_read_CN_na	162894
169.611	0.0	11	MI_write_CN_heng	169611
175.56	0.0	12	ME_write_CN_heng	175560
182.06	0.0	151	MI_read_EN_c	182060
188.01	0.0	152	ME_read_EN_c	188010
194.726	0.0	31	MI_write_CN_pie	194726
200.676	0.0	32	ME_write_CN_pie	200676
207.393	0.0	81	MI_write_EN_d	207393
213.343	0.0	82	ME_write_EN_d	213343
220.359	0.0	161	MI_read_EN_d	220359
226.309	0.0	162	ME_read_EN_d	226309
233.109	0.0	71	MI_write_EN_c	233109
239.059	0.0	72	ME_write_EN_c	239059
245.859	0.0	101	MI_read_CN_shu	245859
251.809	0.0	102	ME_read_CN_shu	251809
258.392	0.0	151	MI_read_EN_c	258392
264.342	0.0	152	ME_read_EN_c	264342
271.159	0.0	121	MI_read_CN_na	271159
277.109	0.0	122	ME_read_CN_na	277109
283.942	0.0	31	MI_write_CN_pie	283942
289.892	0.0	32	ME_write_CN_pie	289892
296.492	0.0	21	MI_write_CN_shu	296492
302.442	0.0	22	ME_write_CN_shu	302442
309.658	0.0	11	MI_write_CN_heng	309658
315.608	0.0	12	ME_write_CN_heng	315608
322.591	0.0	51	MI_write_EN_a	322591
328.541	0.0	52	ME_write_EN_a	328541
335.408	0.0	41	MI_write_CN_na	335408
341.358	0.0	42	ME_write_CN_na	341358
348.141	0.0	141	MI_read_EN_b	348141
354.091	0.0	142	ME_read_EN_b	354091
360.958	0.0	131	MI_read_EN_a	360958
366.907	0.0	132	ME_read_EN_a	366907
373.724	0.0	91	MI_read_CN_heng	373724
379.674	0.0	92	ME_read_CN_heng	379674
386.39	0.0	61	MI_write_EN_b	386390
392.34	0.0	62	ME_write_EN_b	392340
399.107	0.0	81	MI_write_EN_d	399107
405.057	0.0	82	ME_write_EN_d	405057
411.973	0.0	111	MI_read_CN_pie	411973
417.924	0.0	112	ME_read_CN_pie	417924
