onset	duration	value	trial_type	sample
12.4	0.0	101	MI_read_CN_shu	12400
18.348	0.0	102	ME_read_CN_shu	18348
25.082	0.0	91	MI_read_CN_heng	25082
31.032	0.0	92	ME_read_CN_heng	31032
37.949	0.0	61	MI_write_EN_b	37949
43.898	0.0	62	ME_write_EN_b	43898
50.564	0.0	11	MI_write_CN_heng	50564
56.514	0.0	12	ME_write_CN_heng	56514
66.714	0.0	111	MI_read_CN_pie	66714
72.664	0.0	112	ME_read_CN_pie	72664
79.282	0.0	151	MI_read_EN_c	79282
85.23	0.0	152	ME_read_EN_c	85230
93.197	0.0	71	MI_write_EN_c	93197
99.148	0.0	72	ME_write_EN_c	99148
105.913	0.0	131	MI_read_EN_a	105913
111.864	0.0	132	ME_read_EN_a	111864
118.446	0.0	51	MI_write_EN_a	118446
124.397	0.0	52	ME_write_EN_a	124397
134.013	0.0	81	MI_write_EN_d	134013
139.963	0.0	82	ME_write_EN_d	139963
146.547	0.0	31	MI_write_CN_pie	146547
152.496	0.0	32	ME_write_CN_pie	152496
159.496	0.0	41	MI_write_CN_na	159496
165.448	0.0	42	ME_write_CN_na	165448
172.062	0.0	141	MI_read_EN_b	172062
178.012	0.0	142	ME_read_EN_b	178012
184.546	0.0	161	MI_read_EN_d	184546
190.495	0.0	162	ME_read_EN_d	190495
196.995	0.0	21	MI_write_CN_shu	196995
202.945	0.0	22	ME_write_CN_shu	202945
209.562	0.0	121	MI_read_CN_na	209562
215.512	0.0	122	ME_read_CN_na	215512
222.063	0.0	71	MI_write_EN_c	222063
228.012	0.0	72	ME_write_EN_c	228012
234.578	0.0	31	MI_write_CN_pie	234578
240.528	0.0	32	ME_write_CN_pie	240528
248.561	0.0	151	MI_read_EN_c	248561
254.511	0.0	152	ME_read_EN_c	254511
261.011	0.0	111	MI_read_CN_pie	261011
266.961	0.0	112	ME_read_CN_pie	266961
273.429	0.0	121	MI_read_CN_na	273429
279.379	0.0	122	ME_read_CN_na	279379
286.277	0.0	41	MI_write_CN_na	286277
292.227	0.0	42	ME_write_CN_na	292227
299.027	0.0	91	MI_read_CN_heng	299027
304.977	0.0	92	ME_read_CN_heng	304977
311.677	0.0	61	MI_write_EN_b	311677
317.627	0.0	62	ME_write_EN_b	317627
325.394	0.0	81	MI_write_EN_d	325394
331.36	0.0	82	ME_write_EN_d	331360
338.676	0.0	101	MI_read_CN_shu	338676
344.626	0.0	102	ME_read_CN_shu	344626
351.193	0.0	11	MI_write_CN_heng	351193
357.143	0.0	12	ME_write_CN_heng	357143
364.876	0.0	131	MI_read_EN_a	364876
370.826	0.0	132	ME_read_EN_a	370826
377.309	0.0	141	MI_read_EN_b	377309
383.26	0.0	142	ME_read_EN_b	383260
389.993	0.0	51	MI_write_EN_a	389993
395.942	0.0	52	ME_write_EN_a	395942
402.442	0.0	21	MI_write_CN_shu	402442
408.392	0.0	22	ME_write_CN_shu	408392
414.842	0.0	161	MI_read_EN_d	414842
420.792	0.0	162	ME_read_EN_d	420792
