onset	duration	value	trial_type	sample
10.066	0.0	71	MI_write_EN_c	10066
16.016	0.0	72	ME_write_EN_c	16016
22.816	0.0	11	MI_write_CN_heng	22816
28.766	0.0	12	ME_write_CN_heng	28766
35.632	0.0	111	MI_read_CN_pie	35632
41.582	0.0	112	ME_read_CN_pie	41582
48.332	0.0	41	MI_write_CN_na	48332
54.282	0.0	42	ME_write_CN_na	54282
61.132	0.0	51	MI_write_EN_a	61132
67.082	0.0	52	ME_write_EN_a	67082
73.965	0.0	121	MI_read_CN_na	73965
79.915	0.0	122	ME_read_CN_na	79915
86.648	0.0	131	MI_read_EN_a	86648
92.598	0.0	132	ME_read_EN_a	92598
99.648	0.0	101	MI_read_CN_shu	99648
105.598	0.0	102	ME_read_CN_shu	105598
112.665	0.0	21	MI_write_CN_shu	112665
118.614	0.0	22	ME_write_CN_shu	118614
125.281	0.0	61	MI_write_EN_b	125281
131.231	0.0	62	ME_write_EN_b	131231
138.347	0.0	91	MI_read_CN_heng	138347
144.297	0.0	92	ME_read_CN_heng	144297
151.147	0.0	151	MI_read_EN_c	151147
157.097	0.0	152	ME_read_EN_c	157097
164.53	0.0	31	MI_write_CN_pie	164530
170.48	0.0	32	ME_write_CN_pie	170480
177.314	0.0	81	MI_write_EN_d	177314
183.263	0.0	82	ME_write_EN_d	183263
190.147	0.0	161	MI_read_EN_d	190147
196.097	0.0	162	ME_read_EN_d	196097
202.847	0.0	141	MI_read_EN_b	202847
208.797	0.0	142	ME_read_EN_b	208797
215.73	0.0	151	MI_read_EN_c	215730
221.68	0.0	152	ME_read_EN_c	221680
228.413	0.0	141	MI_read_EN_b	228413
234.363	0.0	142	ME_read_EN_b	234363
241.096	0.0	51	MI_write_EN_a	241096
247.046	0.0	52	ME_write_EN_a	247046
253.846	0.0	161	MI_read_EN_d	253846
259.796	0.0	162	ME_read_EN_d	259796
266.762	0.0	61	MI_write_EN_b	266762
272.712	0.0	62	ME_write_EN_b	272712
279.629	0.0	21	MI_write_CN_shu	279629
285.579	0.0	22	ME_write_CN_shu	285579
292.712	0.0	41	MI_write_CN_na	292712
298.662	0.0	42	ME_write_CN_na	298662
305.912	0.0	121	MI_read_CN_na	305912
311.862	0.0	122	ME_read_CN_na	311862
318.828	0.0	81	MI_write_EN_d	318828
324.778	0.0	82	ME_write_EN_d	324778
332.595	0.0	11	MI_write_CN_heng	332595
338.545	0.0	12	ME_write_CN_heng	338545
345.411	0.0	71	MI_write_EN_c	345411
351.361	0.0	72	ME_write_EN_c	351361
358.444	0.0	91	MI_read_CN_heng	358444
364.394	0.0	92	ME_read_CN_heng	364394
371.711	0.0	31	MI_write_CN_pie	371711
377.661	0.0	32	ME_write_CN_pie	377661
384.594	0.0	111	MI_read_CN_pie	384594
390.544	0.0	112	ME_read_CN_pie	390544
397.594	0.0	131	MI_read_EN_a	397594
403.544	0.0	132	ME_read_EN_a	403544
410.427	0.0	101	MI_read_CN_shu	410427
416.377	0.0	102	ME_read_CN_shu	416377
