onset	duration	value	trial_type	sample
13.143	0.0	81	MI_write_EN_d	13143
19.093	0.0	82	ME_write_EN_d	19093
25.959	0.0	101	MI_read_CN_shu	25959
31.909	0.0	102	ME_read_CN_shu	31909
38.943	0.0	151	MI_read_EN_c	38943
44.893	0.0	152	ME_read_EN_c	44893
51.742	0.0	121	MI_read_CN_na	51742
57.692	0.0	122	ME_read_CN_na	57692
64.492	0.0	161	MI_read_EN_d	64492
70.442	0.0	162	ME_read_EN_d	70442
77.275	0.0	131	MI_read_EN_a	77275
83.225	0.0	132	ME_read_EN_a	83225
90.159	0.0	51	MI_write_EN_a	90159
96.108	0.0	52	ME_write_EN_a	96108
103.058	0.0	111	MI_read_CN_pie	103058
109.008	0.0	112	ME_read_CN_pie	109008
115.808	0.0	21	MI_write_CN_shu	115808
121.758	0.0	22	ME_write_CN_shu	121758
128.758	0.0	41	MI_write_CN_na	128758
134.708	0.0	42	ME_write_CN_na	134708
141.658	0.0	61	MI_write_EN_b	141658
147.608	0.0	62	ME_write_EN_b	147608
154.341	0.0	11	MI_write_CN_heng	154341
160.291	0.0	12	ME_write_CN_heng	160291
166.991	0.0	141	MI_read_EN_b	166991
172.941	0.0	142	ME_read_EN_b	172941
180.124	0.0	71	MI_write_EN_c	180124
186.074	0.0	72	ME_write_EN_c	186074
192.874	0.0	91	MI_read_CN_heng	192874
198.824	0.0	92	ME_read_CN_heng	198824
205.89	0.0	31	MI_write_CN_pie	205890
211.84	0.0	32	ME_write_CN_pie	211840
218.674	0.0	71	MI_write_EN_c	218674
224.623	0.0	72	ME_write_EN_c	224623
231.79	0.0	21	MI_write_CN_shu	231790
237.74	0.0	22	ME_write_CN_shu	237740
244.707	0.0	11	MI_write_CN_heng	244707
250.657	0.0	12	ME_write_CN_heng	250657
257.806	0.0	31	MI_write_CN_pie	257806
263.756	0.0	32	ME_write_CN_pie	263756
270.506	0.0	121	MI_read_CN_na	270506
276.456	0.0	122	ME_read_CN_na	276456
283.306	0.0	61	MI_write_EN_b	283306
289.256	0.0	62	ME_write_EN_b	289256
296.222	0.0	91	MI_read_CN_heng	296222
302.172	0.0	92	ME_read_CN_heng	302172
309.089	0.0	151	MI_read_EN_c	309089
315.039	0.0	152	ME_read_EN_c	315039
322.423	0.0	51	MI_write_EN_a	322423
328.372	0.0	52	ME_write_EN_a	328372
335.272	0.0	111	MI_read_CN_pie	335272
341.222	0.0	112	ME_read_CN_pie	341222
348.088	0.0	141	MI_read_EN_b	348088
354.038	0.0	142	ME_read_EN_b	354038
360.955	0.0	161	MI_read_EN_d	360955
366.905	0.0	162	ME_read_EN_d	366905
373.771	0.0	101	MI_read_CN_shu	373771
379.721	0.0	102	ME_read_CN_shu	379721
386.504	0.0	131	MI_read_EN_a	386504
392.454	0.0	132	ME_read_EN_a	392454
399.271	0.0	41	MI_write_CN_na	399271
405.221	0.0	42	ME_write_CN_na	405221
412.421	0.0	81	MI_write_EN_d	412421
418.371	0.0	82	ME_write_EN_d	418371
