onset	duration	value	trial_type	sample
9.045	0.0	71	MI_write_EN_c	9045
14.994	0.0	72	ME_write_EN_c	14994
21.561	0.0	51	MI_write_EN_a	21561
27.511	0.0	52	ME_write_EN_a	27511
34.561	0.0	111	MI_read_CN_pie	34561
40.511	0.0	112	ME_read_CN_pie	40511
47.561	0.0	131	MI_read_EN_a	47561
53.511	0.0	132	ME_read_EN_a	53511
60.527	0.0	61	MI_write_EN_b	60527
66.477	0.0	62	ME_write_EN_b	66477
73.427	0.0	121	MI_read_CN_na	73427
79.377	0.0	122	ME_read_CN_na	79377
86.511	0.0	11	MI_write_CN_heng	86511
92.46	0.0	12	ME_write_CN_heng	92460
99.877	0.0	141	MI_read_EN_b	99877
105.826	0.0	142	ME_read_EN_b	105826
113.526	0.0	31	MI_write_CN_pie	113526
119.477	0.0	32	ME_write_CN_pie	119477
126.293	0.0	21	MI_write_CN_shu	126293
132.243	0.0	22	ME_write_CN_shu	132243
139.593	0.0	161	MI_read_EN_d	139593
145.543	0.0	162	ME_read_EN_d	145543
153.159	0.0	101	MI_read_CN_shu	153159
159.109	0.0	102	ME_read_CN_shu	159109
166.159	0.0	91	MI_read_CN_heng	166159
172.109	0.0	92	ME_read_CN_heng	172109
178.926	0.0	151	MI_read_EN_c	178926
184.875	0.0	152	ME_read_EN_c	184875
191.775	0.0	41	MI_write_CN_na	191775
197.726	0.0	42	ME_write_CN_na	197726
204.809	0.0	81	MI_write_EN_d	204809
210.759	0.0	82	ME_write_EN_d	210759
217.975	0.0	101	MI_read_CN_shu	217975
223.925	0.0	102	ME_read_CN_shu	223925
230.392	0.0	81	MI_write_EN_d	230392
236.342	0.0	82	ME_write_EN_d	236342
245.191	0.0	61	MI_write_EN_b	245191
251.141	0.0	62	ME_write_EN_b	251141
258.791	0.0	161	MI_read_EN_d	258791
264.741	0.0	162	ME_read_EN_d	264741
271.741	0.0	111	MI_read_CN_pie	271741
277.691	0.0	112	ME_read_CN_pie	277691
284.174	0.0	131	MI_read_EN_a	284174
290.124	0.0	132	ME_read_EN_a	290124
296.891	0.0	151	MI_read_EN_c	296891
302.841	0.0	152	ME_read_EN_c	302841
309.624	0.0	71	MI_write_EN_c	309624
315.574	0.0	72	ME_write_EN_c	315574
322.107	0.0	121	MI_read_CN_na	322107
328.057	0.0	122	ME_read_CN_na	328057
335.04	0.0	51	MI_write_EN_a	335040
340.99	0.0	52	ME_write_EN_a	340990
347.923	0.0	21	MI_write_CN_shu	347923
353.873	0.0	22	ME_write_CN_shu	353873
360.473	0.0	11	MI_write_CN_heng	360473
366.423	0.0	12	ME_write_CN_heng	366423
373.04	0.0	31	MI_write_CN_pie	373040
378.99	0.0	32	ME_write_CN_pie	378990
385.99	0.0	141	MI_read_EN_b	385990
391.939	0.0	142	ME_read_EN_b	391939
399.156	0.0	41	MI_write_CN_na	399156
405.106	0.0	42	ME_write_CN_na	405106
411.773	0.0	91	MI_read_CN_heng	411773
417.723	0.0	92	ME_read_CN_heng	417723
