onset	duration	value	trial_type	sample
14.894	0.0	111	MI_read_CN_pie	14894
20.844	0.0	112	ME_read_CN_pie	20844
27.444	0.0	101	MI_read_CN_shu	27444
33.394	0.0	102	ME_read_CN_shu	33394
40.094	0.0	51	MI_write_EN_a	40094
46.044	0.0	52	ME_write_EN_a	46044
52.594	0.0	71	MI_write_EN_c	52594
58.544	0.0	72	ME_write_EN_c	58544
65.144	0.0	31	MI_write_CN_pie	65144
71.094	0.0	32	ME_write_CN_pie	71094
77.177	0.0	61	MI_write_EN_b	77177
83.127	0.0	62	ME_write_EN_b	83127
89.593	0.0	121	MI_read_CN_na	89593
95.543	0.0	122	ME_read_CN_na	95543
102.176	0.0	41	MI_write_CN_na	102176
108.127	0.0	42	ME_write_CN_na	108127
114.526	0.0	11	MI_write_CN_heng	114526
120.476	0.0	12	ME_write_CN_heng	120476
126.476	0.0	151	MI_read_EN_c	126476
132.426	0.0	152	ME_read_EN_c	132426
139.226	0.0	91	MI_read_CN_heng	139226
145.176	0.0	92	ME_read_CN_heng	145176
151.176	0.0	131	MI_read_EN_a	151176
157.126	0.0	132	ME_read_EN_a	157126
163.559	0.0	21	MI_write_CN_shu	163559
169.509	0.0	22	ME_write_CN_shu	169509
181.059	0.0	81	MI_write_EN_d	181059
187.009	0.0	82	ME_write_EN_d	187009
193.558	0.0	141	MI_read_EN_b	193558
199.509	0.0	142	ME_read_EN_b	199509
207.225	0.0	161	MI_read_EN_d	207225
213.175	0.0	162	ME_read_EN_d	213175
219.925	0.0	11	MI_write_CN_heng	219925
225.875	0.0	12	ME_write_CN_heng	225875
232.275	0.0	51	MI_write_EN_a	232275
238.225	0.0	52	ME_write_EN_a	238225
244.608	0.0	21	MI_write_CN_shu	244608
250.558	0.0	22	ME_write_CN_shu	250558
258.108	0.0	111	MI_read_CN_pie	258108
264.057	0.0	112	ME_read_CN_pie	264057
270.891	0.0	141	MI_read_EN_b	270891
276.841	0.0	142	ME_read_EN_b	276841
284.257	0.0	41	MI_write_CN_na	284257
290.207	0.0	42	ME_write_CN_na	290207
296.624	0.0	121	MI_read_CN_na	296624
302.574	0.0	122	ME_read_CN_na	302574
309.09	0.0	101	MI_read_CN_shu	309090
315.04	0.0	102	ME_read_CN_shu	315040
321.49	0.0	151	MI_read_EN_c	321490
327.44	0.0	152	ME_read_EN_c	327440
333.84	0.0	61	MI_write_EN_b	333840
339.79	0.0	62	ME_write_EN_b	339790
346.606	0.0	81	MI_write_EN_d	346606
352.557	0.0	82	ME_write_EN_d	352557
360.556	0.0	91	MI_read_CN_heng	360556
366.506	0.0	92	ME_read_CN_heng	366506
372.923	0.0	131	MI_read_EN_a	372923
378.872	0.0	132	ME_read_EN_a	378872
385.506	0.0	161	MI_read_EN_d	385506
391.456	0.0	162	ME_read_EN_d	391456
398.289	0.0	31	MI_write_CN_pie	398289
404.239	0.0	32	ME_write_CN_pie	404239
410.805	0.0	71	MI_write_EN_c	410805
416.755	0.0	72	ME_write_EN_c	416755
