onset	duration	value	trial_type	sample
23.121	0.0	161	MI_read_EN_d	23121
29.071	0.0	162	ME_read_EN_d	29071
35.604	0.0	141	MI_read_EN_b	35604
41.554	0.0	142	ME_read_EN_b	41554
47.971	0.0	151	MI_read_EN_c	47971
53.921	0.0	152	ME_read_EN_c	53921
62.204	0.0	21	MI_write_CN_shu	62204
68.154	0.0	22	ME_write_CN_shu	68154
74.887	0.0	11	MI_write_CN_heng	74887
80.837	0.0	12	ME_write_CN_heng	80837
87.537	0.0	91	MI_read_CN_heng	87537
93.487	0.0	92	ME_read_CN_heng	93487
100.336	0.0	111	MI_read_CN_pie	100336
106.286	0.0	112	ME_read_CN_pie	106286
113.236	0.0	61	MI_write_EN_b	113236
119.186	0.0	62	ME_write_EN_b	119186
125.853	0.0	31	MI_write_CN_pie	125853
131.803	0.0	32	ME_write_CN_pie	131803
138.353	0.0	81	MI_write_EN_d	138353
144.303	0.0	82	ME_write_EN_d	144303
153.503	0.0	71	MI_write_EN_c	153503
159.452	0.0	72	ME_write_EN_c	159452
166.885	0.0	51	MI_write_EN_a	166885
172.835	0.0	52	ME_write_EN_a	172835
179.802	0.0	131	MI_read_EN_a	179802
185.752	0.0	132	ME_read_EN_a	185752
192.185	0.0	101	MI_read_CN_shu	192185
198.135	0.0	102	ME_read_CN_shu	198135
204.502	0.0	41	MI_write_CN_na	204502
210.452	0.0	42	ME_write_CN_na	210452
223.668	0.0	121	MI_read_CN_na	223668
229.618	0.0	122	ME_read_CN_na	229618
236.318	0.0	21	MI_write_CN_shu	236318
242.268	0.0	22	ME_write_CN_shu	242268
248.918	0.0	161	MI_read_EN_d	248918
254.868	0.0	162	ME_read_EN_d	254868
262.018	0.0	91	MI_read_CN_heng	262018
267.968	0.0	92	ME_read_CN_heng	267968
275.951	0.0	141	MI_read_EN_b	275951
281.901	0.0	142	ME_read_EN_b	281901
288.584	0.0	81	MI_write_EN_d	288584
294.534	0.0	82	ME_write_EN_d	294534
304.884	0.0	151	MI_read_EN_c	304884
310.834	0.0	152	ME_read_EN_c	310834
318.133	0.0	31	MI_write_CN_pie	318133
324.083	0.0	32	ME_write_CN_pie	324083
332.817	0.0	71	MI_write_EN_c	332817
338.767	0.0	72	ME_write_EN_c	338767
347.033	0.0	11	MI_write_CN_heng	347033
352.983	0.0	12	ME_write_CN_heng	352983
359.45	0.0	131	MI_read_EN_a	359450
365.399	0.0	132	ME_read_EN_a	365399
372.633	0.0	51	MI_write_EN_a	372633
378.583	0.0	52	ME_write_EN_a	378583
385.499	0.0	111	MI_read_CN_pie	385499
391.449	0.0	112	ME_read_CN_pie	391449
404.266	0.0	61	MI_write_EN_b	404266
410.215	0.0	62	ME_write_EN_b	410215
418.365	0.0	121	MI_read_CN_na	418365
424.315	0.0	122	ME_read_CN_na	424315
433.982	0.0	101	MI_read_CN_shu	433982
439.932	0.0	102	ME_read_CN_shu	439932
447.615	0.0	41	MI_write_CN_na	447615
453.565	0.0	42	ME_write_CN_na	453565
