onset	duration	value	trial_type	sample
24.991	0.0	71	MI_write_EN_c	24991
30.925	0.0	72	ME_write_EN_c	30925
37.94	0.0	121	MI_read_CN_na	37940
43.89	0.0	122	ME_read_CN_na	43890
50.84	0.0	141	MI_read_EN_b	50840
56.79	0.0	142	ME_read_EN_b	56790
63.873	0.0	51	MI_write_EN_a	63873
69.823	0.0	52	ME_write_EN_a	69823
77.673	0.0	111	MI_read_CN_pie	77673
83.623	0.0	112	ME_read_CN_pie	83623
90.656	0.0	81	MI_write_EN_d	90656
96.606	0.0	82	ME_write_EN_d	96606
104.339	0.0	151	MI_read_EN_c	104339
110.289	0.0	152	ME_read_EN_c	110289
116.856	0.0	101	MI_read_CN_shu	116856
122.806	0.0	102	ME_read_CN_shu	122806
129.639	0.0	11	MI_write_CN_heng	129639
135.589	0.0	12	ME_write_CN_heng	135589
142.739	0.0	41	MI_write_CN_na	142739
148.689	0.0	42	ME_write_CN_na	148689
156.472	0.0	21	MI_write_CN_shu	156472
162.422	0.0	22	ME_write_CN_shu	162422
169.038	0.0	31	MI_write_CN_pie	169038
174.988	0.0	32	ME_write_CN_pie	174988
181.588	0.0	161	MI_read_EN_d	181588
187.538	0.0	162	ME_read_EN_d	187538
194.472	0.0	131	MI_read_EN_a	194472
200.421	0.0	132	ME_read_EN_a	200421
207.138	0.0	91	MI_read_CN_heng	207138
213.088	0.0	92	ME_read_CN_heng	213088
219.721	0.0	61	MI_write_EN_b	219721
225.671	0.0	62	ME_write_EN_b	225671
232.321	0.0	161	MI_read_EN_d	232321
238.271	0.0	162	ME_read_EN_d	238271
244.887	0.0	51	MI_write_EN_a	244887
250.837	0.0	52	ME_write_EN_a	250837
257.687	0.0	71	MI_write_EN_c	257687
263.637	0.0	72	ME_write_EN_c	263637
270.37	0.0	141	MI_read_EN_b	270370
276.32	0.0	142	ME_read_EN_b	276320
282.837	0.0	151	MI_read_EN_c	282837
288.787	0.0	152	ME_read_EN_c	288787
295.337	0.0	111	MI_read_CN_pie	295337
301.286	0.0	112	ME_read_CN_pie	301286
308.02	0.0	91	MI_read_CN_heng	308020
313.97	0.0	92	ME_read_CN_heng	313970
320.503	0.0	11	MI_write_CN_heng	320503
326.453	0.0	12	ME_write_CN_heng	326453
333.103	0.0	61	MI_write_EN_b	333103
339.053	0.0	62	ME_write_EN_b	339053
346.136	0.0	121	MI_read_CN_na	346136
352.086	0.0	122	ME_read_CN_na	352086
358.703	0.0	31	MI_write_CN_pie	358703
364.652	0.0	32	ME_write_CN_pie	364652
371.186	0.0	21	MI_write_CN_shu	371186
377.135	0.0	22	ME_write_CN_shu	377135
383.985	0.0	41	MI_write_CN_na	383985
389.935	0.0	42	ME_write_CN_na	389935
396.535	0.0	81	MI_write_EN_d	396535
402.485	0.0	82	ME_write_EN_d	402485
409.268	0.0	101	MI_read_CN_shu	409268
415.218	0.0	102	ME_read_CN_shu	415218
421.902	0.0	131	MI_read_EN_a	421902
427.851	0.0	132	ME_read_EN_a	427851
