onset	duration	value	trial_type	sample
9.335	0.0	61	MI_write_EN_b	9335
15.285	0.0	62	ME_write_EN_b	15285
22.268	0.0	91	MI_read_CN_heng	22268
28.218	0.0	92	ME_read_CN_heng	28218
36.685	0.0	111	MI_read_CN_pie	36685
42.635	0.0	112	ME_read_CN_pie	42635
49.384	0.0	101	MI_read_CN_shu	49384
55.351	0.0	102	ME_read_CN_shu	55351
61.601	0.0	161	MI_read_EN_d	61601
67.551	0.0	162	ME_read_EN_d	67551
73.885	0.0	71	MI_write_EN_c	73885
79.834	0.0	72	ME_write_EN_c	79834
86.334	0.0	131	MI_read_EN_a	86334
92.284	0.0	132	ME_read_EN_a	92284
98.551	0.0	81	MI_write_EN_d	98551
104.501	0.0	82	ME_write_EN_d	104501
110.75	0.0	11	MI_write_CN_heng	110750
116.7	0.0	12	ME_write_CN_heng	116700
123.017	0.0	151	MI_read_EN_c	123017
128.983	0.0	152	ME_read_EN_c	128983
140.784	0.0	41	MI_write_CN_na	140784
146.733	0.0	42	ME_write_CN_na	146733
153.066	0.0	21	MI_write_CN_shu	153066
159.05	0.0	22	ME_write_CN_shu	159050
165.383	0.0	121	MI_read_CN_na	165383
171.334	0.0	122	ME_read_CN_na	171334
177.633	0.0	141	MI_read_EN_b	177633
183.583	0.0	142	ME_read_EN_b	183583
191.399	0.0	31	MI_write_CN_pie	191399
197.349	0.0	32	ME_write_CN_pie	197349
203.549	0.0	51	MI_write_EN_a	203549
209.5	0.0	52	ME_write_EN_a	209500
215.832	0.0	21	MI_write_CN_shu	215832
221.799	0.0	22	ME_write_CN_shu	221799
228.382	0.0	101	MI_read_CN_shu	228382
234.334	0.0	102	ME_read_CN_shu	234334
240.851	0.0	151	MI_read_EN_c	240851
246.799	0.0	152	ME_read_EN_c	246799
253.048	0.0	81	MI_write_EN_d	253048
258.999	0.0	82	ME_write_EN_d	258999
265.315	0.0	121	MI_read_CN_na	265315
271.265	0.0	122	ME_read_CN_na	271265
277.499	0.0	51	MI_write_EN_a	277499
283.448	0.0	52	ME_write_EN_a	283448
289.698	0.0	61	MI_write_EN_b	289698
295.648	0.0	62	ME_write_EN_b	295648
301.615	0.0	31	MI_write_CN_pie	301615
307.564	0.0	32	ME_write_CN_pie	307564
313.831	0.0	11	MI_write_CN_heng	313831
319.798	0.0	12	ME_write_CN_heng	319798
326.131	0.0	141	MI_read_EN_b	326131
332.081	0.0	142	ME_read_EN_b	332081
338.348	0.0	91	MI_read_CN_heng	338348
344.297	0.0	92	ME_read_CN_heng	344297
350.647	0.0	131	MI_read_EN_a	350647
356.597	0.0	132	ME_read_EN_a	356597
363.147	0.0	111	MI_read_CN_pie	363147
369.097	0.0	112	ME_read_CN_pie	369097
375.38	0.0	71	MI_write_EN_c	375380
381.33	0.0	72	ME_write_EN_c	381330
387.647	0.0	161	MI_read_EN_d	387647
393.598	0.0	162	ME_read_EN_d	393598
399.896	0.0	41	MI_write_CN_na	399896
405.847	0.0	42	ME_write_CN_na	405847
