onset	duration	value	trial_type	sample
10.483	0.0	161	MI_read_EN_d	10483
16.433	0.0	162	ME_read_EN_d	16433
24.633	0.0	31	MI_write_CN_pie	24633
30.583	0.0	32	ME_write_CN_pie	30583
39.449	0.0	41	MI_write_CN_na	39449
45.399	0.0	42	ME_write_CN_na	45399
54.499	0.0	71	MI_write_EN_c	54499
60.449	0.0	72	ME_write_EN_c	60449
67.116	0.0	21	MI_write_CN_shu	67116
73.065	0.0	22	ME_write_CN_shu	73065
79.516	0.0	131	MI_read_EN_a	79516
85.465	0.0	132	ME_read_EN_a	85465
92.432	0.0	141	MI_read_EN_b	92432
98.382	0.0	142	ME_read_EN_b	98382
105.582	0.0	101	MI_read_CN_shu	105582
111.532	0.0	102	ME_read_CN_shu	111532
118.348	0.0	151	MI_read_EN_c	118348
124.298	0.0	152	ME_read_EN_c	124298
131.465	0.0	121	MI_read_CN_na	131465
137.415	0.0	122	ME_read_CN_na	137415
144.464	0.0	61	MI_write_EN_b	144464
150.414	0.0	62	ME_write_EN_b	150414
157.614	0.0	11	MI_write_CN_heng	157614
163.564	0.0	12	ME_write_CN_heng	163564
170.481	0.0	91	MI_read_CN_heng	170481
176.431	0.0	92	ME_read_CN_heng	176431
183.431	0.0	81	MI_write_EN_d	183431
189.381	0.0	82	ME_write_EN_d	189381
196.38	0.0	111	MI_read_CN_pie	196380
202.33	0.0	112	ME_read_CN_pie	202330
209.63	0.0	51	MI_write_EN_a	209630
215.58	0.0	52	ME_write_EN_a	215580
222.68	0.0	161	MI_read_EN_d	222680
228.63	0.0	162	ME_read_EN_d	228630
235.647	0.0	151	MI_read_EN_c	235647
241.596	0.0	152	ME_read_EN_c	241596
248.547	0.0	41	MI_write_CN_na	248547
254.496	0.0	42	ME_write_CN_na	254496
261.43	0.0	141	MI_read_EN_b	261430
267.379	0.0	142	ME_read_EN_b	267379
274.463	0.0	91	MI_read_CN_heng	274463
280.413	0.0	92	ME_read_CN_heng	280413
287.013	0.0	11	MI_write_CN_heng	287013
292.962	0.0	12	ME_write_CN_heng	292962
303.229	0.0	61	MI_write_EN_b	303229
309.179	0.0	62	ME_write_EN_b	309179
316.062	0.0	111	MI_read_CN_pie	316062
322.012	0.0	112	ME_read_CN_pie	322012
328.829	0.0	21	MI_write_CN_shu	328829
334.779	0.0	22	ME_write_CN_shu	334779
345.795	0.0	31	MI_write_CN_pie	345795
351.745	0.0	32	ME_write_CN_pie	351745
358.312	0.0	51	MI_write_EN_a	358312
364.262	0.0	52	ME_write_EN_a	364262
371.245	0.0	131	MI_read_EN_a	371245
377.195	0.0	132	ME_read_EN_a	377195
384.345	0.0	71	MI_write_EN_c	384345
390.295	0.0	72	ME_write_EN_c	390295
396.761	0.0	81	MI_write_EN_d	396761
402.711	0.0	82	ME_write_EN_d	402711
409.628	0.0	121	MI_read_CN_na	409628
415.578	0.0	122	ME_read_CN_na	415578
422.061	0.0	101	MI_read_CN_shu	422061
428.011	0.0	102	ME_read_CN_shu	428011
