onset	duration	value	trial_type	sample
20.278	0.0	111	MI_read_CN_pie	20278
26.227	0.0	112	ME_read_CN_pie	26227
32.844	0.0	121	MI_read_CN_na	32844
38.794	0.0	122	ME_read_CN_na	38794
45.294	0.0	51	MI_write_EN_a	45294
51.244	0.0	52	ME_write_EN_a	51244
57.694	0.0	81	MI_write_EN_d	57694
63.643	0.0	82	ME_write_EN_d	63643
69.86	0.0	31	MI_write_CN_pie	69860
75.81	0.0	32	ME_write_CN_pie	75810
82.077	0.0	131	MI_read_EN_a	82077
88.027	0.0	132	ME_read_EN_a	88027
94.31	0.0	11	MI_write_CN_heng	94310
100.26	0.0	12	ME_write_CN_heng	100260
106.46	0.0	21	MI_write_CN_shu	106460
112.41	0.0	22	ME_write_CN_shu	112410
118.993	0.0	61	MI_write_EN_b	118993
124.943	0.0	62	ME_write_EN_b	124943
131.176	0.0	151	MI_read_EN_c	131176
137.126	0.0	152	ME_read_EN_c	137126
143.343	0.0	161	MI_read_EN_d	143343
149.293	0.0	162	ME_read_EN_d	149293
155.476	0.0	141	MI_read_EN_b	155476
161.426	0.0	142	ME_read_EN_b	161426
167.926	0.0	41	MI_write_CN_na	167926
173.875	0.0	42	ME_write_CN_na	173875
180.109	0.0	101	MI_read_CN_shu	180109
186.059	0.0	102	ME_read_CN_shu	186059
192.525	0.0	91	MI_read_CN_heng	192525
198.475	0.0	92	ME_read_CN_heng	198475
204.708	0.0	71	MI_write_EN_c	204708
210.658	0.0	72	ME_write_EN_c	210658
216.875	0.0	11	MI_write_CN_heng	216875
222.825	0.0	12	ME_write_CN_heng	222825
229.041	0.0	151	MI_read_EN_c	229041
234.991	0.0	152	ME_read_EN_c	234991
241.258	0.0	21	MI_write_CN_shu	241258
247.208	0.0	22	ME_write_CN_shu	247208
253.724	0.0	81	MI_write_EN_d	253724
259.674	0.0	82	ME_write_EN_d	259674
266.857	0.0	161	MI_read_EN_d	266857
272.808	0.0	162	ME_read_EN_d	272808
280.024	0.0	91	MI_read_CN_heng	280024
285.974	0.0	92	ME_read_CN_heng	285974
292.507	0.0	111	MI_read_CN_pie	292507
298.457	0.0	112	ME_read_CN_pie	298457
304.674	0.0	131	MI_read_EN_a	304674
310.624	0.0	132	ME_read_EN_a	310624
316.674	0.0	121	MI_read_CN_na	316674
322.623	0.0	122	ME_read_CN_na	322623
328.873	0.0	141	MI_read_EN_b	328873
334.823	0.0	142	ME_read_EN_b	334823
340.99	0.0	51	MI_write_EN_a	340990
346.94	0.0	52	ME_write_EN_a	346940
353.04	0.0	31	MI_write_CN_pie	353040
358.99	0.0	32	ME_write_CN_pie	358990
365.189	0.0	101	MI_read_CN_shu	365189
371.139	0.0	102	ME_read_CN_shu	371139
377.339	0.0	41	MI_write_CN_na	377339
383.289	0.0	42	ME_write_CN_na	383289
389.989	0.0	71	MI_write_EN_c	389989
395.939	0.0	72	ME_write_EN_c	395939
401.906	0.0	61	MI_write_EN_b	401906
407.855	0.0	62	ME_write_EN_b	407855
